# material-design-x
bool,mtrl_btn_textappearance_all_caps
integer,m3_btn_anim_delay_ms
integer,m3_btn_anim_duration_ms
integer,m3_card_anim_delay_ms
integer,m3_card_anim_duration_ms
integer,m3_chip_anim_duration
integer,m3_sys_motion_duration_extra_long1
integer,m3_sys_motion_duration_extra_long2
integer,m3_sys_motion_duration_extra_long3
integer,m3_sys_motion_duration_extra_long4
integer,m3_sys_motion_duration_long1
integer,m3_sys_motion_duration_long2
integer,m3_sys_motion_duration_long3
integer,m3_sys_motion_duration_long4
integer,m3_sys_motion_duration_medium1
integer,m3_sys_motion_duration_medium2
integer,m3_sys_motion_duration_medium3
integer,m3_sys_motion_duration_medium4
integer,m3_sys_motion_duration_short1
integer,m3_sys_motion_duration_short2
integer,m3_sys_motion_duration_short3
integer,m3_sys_motion_duration_short4
integer,m3_sys_motion_path
integer,m3_sys_shape_corner_extra_extra_large_corner_family
integer,m3_sys_shape_corner_extra_large_corner_family
integer,m3_sys_shape_corner_extra_large_increased_corner_family
integer,m3_sys_shape_corner_extra_small_corner_family
integer,m3_sys_shape_corner_full_corner_family
integer,m3_sys_shape_corner_large_corner_family
integer,m3_sys_shape_corner_large_increased_corner_family
integer,m3_sys_shape_corner_medium_corner_family
integer,m3_sys_shape_corner_small_corner_family
integer,m3expressive_bottom_nav_icon_gravity
integer,m3expressive_bottom_nav_item_gravity
integer,material_motion_duration_long_1
integer,material_motion_duration_long_2
integer,material_motion_duration_medium_1
integer,material_motion_duration_medium_2
integer,material_motion_duration_short_1
integer,material_motion_duration_short_2
integer,material_motion_path
integer,mtrl_badge_max_character_count
integer,mtrl_btn_anim_delay_ms
integer,mtrl_btn_anim_duration_ms
integer,mtrl_calendar_header_orientation
integer,mtrl_calendar_selection_text_lines
integer,mtrl_calendar_year_selector_span
integer,mtrl_card_anim_delay_ms
integer,mtrl_card_anim_duration_ms
integer,mtrl_chip_anim_duration
integer,mtrl_switch_thumb_motion_duration
integer,mtrl_switch_thumb_post_morphing_duration
integer,mtrl_switch_thumb_pre_morphing_duration
integer,mtrl_switch_thumb_pressed_duration
integer,mtrl_switch_thumb_viewport_center_coordinate
integer,mtrl_switch_thumb_viewport_size
integer,mtrl_switch_track_viewport_height
integer,mtrl_switch_track_viewport_width
integer,mtrl_tab_indicator_anim_duration_ms
integer,mtrl_view_gone
integer,mtrl_view_invisible
integer,mtrl_view_visible
integer,show_password_duration
macro,m3_comp_app_bar_container_color
macro,m3_comp_app_bar_large_flexible_subtitle_font
macro,m3_comp_app_bar_large_flexible_title_font
macro,m3_comp_app_bar_large_title_font
macro,m3_comp_app_bar_leading_icon_color
macro,m3_comp_app_bar_medium_flexible_subtitle_font
macro,m3_comp_app_bar_medium_flexible_title_font
macro,m3_comp_app_bar_medium_title_font
macro,m3_comp_app_bar_on_scroll_container_color
macro,m3_comp_app_bar_small_subtitle_font
macro,m3_comp_app_bar_small_title_font
macro,m3_comp_app_bar_subtitle_color
macro,m3_comp_app_bar_title_color
macro,m3_comp_app_bar_trailing_icon_color
macro,m3_comp_assist_chip_container_shape
macro,m3_comp_assist_chip_label_text_type
macro,m3_comp_badge_color
macro,m3_comp_badge_large_label_text_color
macro,m3_comp_badge_large_label_text_type
macro,m3_comp_bottom_app_bar_container_color
macro,m3_comp_button_elevated_container_color
macro,m3_comp_button_elevated_icon_color
macro,m3_comp_button_elevated_selected_container_color
macro,m3_comp_button_elevated_selected_icon_color
macro,m3_comp_button_elevated_unselected_container_color
macro,m3_comp_button_elevated_unselected_icon_color
macro,m3_comp_button_filled_container_color
macro,m3_comp_button_filled_icon_color
macro,m3_comp_button_filled_selected_container_color
macro,m3_comp_button_filled_selected_icon_color
macro,m3_comp_button_filled_unselected_container_color
macro,m3_comp_button_filled_unselected_icon_color
macro,m3_comp_button_group_connected_small_inner_corner_corner_size
macro,m3_comp_button_group_connected_small_pressed_inner_corner_corner_size
macro,m3_comp_button_large_container_shape_square
macro,m3_comp_button_large_label_text
macro,m3_comp_button_large_pressed_container_shape
macro,m3_comp_button_large_selected_container_shape_round
macro,m3_comp_button_medium_container_shape_square
macro,m3_comp_button_medium_label_text
macro,m3_comp_button_medium_pressed_container_shape
macro,m3_comp_button_medium_selected_container_shape_round
macro,m3_comp_button_outlined_disabled_outline_color
macro,m3_comp_button_outlined_focused_icon_color
macro,m3_comp_button_outlined_focused_label_text_color
macro,m3_comp_button_outlined_focused_outline_color
macro,m3_comp_button_outlined_focused_state_layer_color
macro,m3_comp_button_outlined_hovered_icon_color
macro,m3_comp_button_outlined_hovered_label_text_color
macro,m3_comp_button_outlined_hovered_outline_color
macro,m3_comp_button_outlined_hovered_state_layer_color
macro,m3_comp_button_outlined_icon_color
macro,m3_comp_button_outlined_outline_color
macro,m3_comp_button_outlined_pressed_icon_color
macro,m3_comp_button_outlined_pressed_label_text_color
macro,m3_comp_button_outlined_pressed_outline_color
macro,m3_comp_button_outlined_pressed_state_layer_color
macro,m3_comp_button_outlined_selected_container_color
macro,m3_comp_button_outlined_selected_disabled_container_color
macro,m3_comp_button_outlined_selected_focused_icon_color
macro,m3_comp_button_outlined_selected_focused_label_text_color
macro,m3_comp_button_outlined_selected_focused_state_layer_color
macro,m3_comp_button_outlined_selected_hovered_icon_color
macro,m3_comp_button_outlined_selected_hovered_label_text_color
macro,m3_comp_button_outlined_selected_hovered_state_layer_color
macro,m3_comp_button_outlined_selected_icon_color
macro,m3_comp_button_outlined_selected_pressed_icon_color
macro,m3_comp_button_outlined_selected_pressed_label_text_color
macro,m3_comp_button_outlined_selected_pressed_state_layer_color
macro,m3_comp_button_outlined_unselected_disabled_outline_color
macro,m3_comp_button_outlined_unselected_focused_icon_color
macro,m3_comp_button_outlined_unselected_focused_label_text_color
macro,m3_comp_button_outlined_unselected_focused_outline_color
macro,m3_comp_button_outlined_unselected_focused_state_layer_color
macro,m3_comp_button_outlined_unselected_hovered_icon_color
macro,m3_comp_button_outlined_unselected_hovered_label_text_color
macro,m3_comp_button_outlined_unselected_hovered_outline_color
macro,m3_comp_button_outlined_unselected_hovered_state_layer_color
macro,m3_comp_button_outlined_unselected_icon_color
macro,m3_comp_button_outlined_unselected_pressed_icon_color
macro,m3_comp_button_outlined_unselected_pressed_label_text_color
macro,m3_comp_button_outlined_unselected_pressed_outline_color
macro,m3_comp_button_outlined_unselected_pressed_state_layer_color
macro,m3_comp_button_small_container_shape_square
macro,m3_comp_button_small_label_text
macro,m3_comp_button_small_pressed_container_shape
macro,m3_comp_button_small_selected_container_shape_round
macro,m3_comp_button_text_icon_color
macro,m3_comp_button_tonal_container_color
macro,m3_comp_button_tonal_icon_color
macro,m3_comp_button_tonal_selected_container_color
macro,m3_comp_button_tonal_selected_icon_color
macro,m3_comp_button_tonal_unselected_container_color
macro,m3_comp_button_tonal_unselected_icon_color
macro,m3_comp_button_xlarge_container_shape_square
macro,m3_comp_button_xlarge_label_text
macro,m3_comp_button_xlarge_pressed_container_shape
macro,m3_comp_button_xlarge_selected_container_shape_round
macro,m3_comp_button_xsmall_container_shape_square
macro,m3_comp_button_xsmall_label_text
macro,m3_comp_button_xsmall_pressed_container_shape
macro,m3_comp_button_xsmall_selected_container_shape_round
macro,m3_comp_checkbox_selected_container_color
macro,m3_comp_checkbox_selected_disabled_container_color
macro,m3_comp_checkbox_selected_disabled_icon_color
macro,m3_comp_checkbox_selected_error_container_color
macro,m3_comp_checkbox_selected_error_icon_color
macro,m3_comp_checkbox_selected_icon_color
macro,m3_comp_checkbox_unselected_outline_color
macro,m3_comp_date_picker_modal_container_color
macro,m3_comp_date_picker_modal_container_shape
macro,m3_comp_date_picker_modal_date_label_text_type
macro,m3_comp_date_picker_modal_date_selected_container_color
macro,m3_comp_date_picker_modal_date_selected_label_text_color
macro,m3_comp_date_picker_modal_date_today_container_outline_color
macro,m3_comp_date_picker_modal_date_today_label_text_color
macro,m3_comp_date_picker_modal_date_unselected_label_text_color
macro,m3_comp_date_picker_modal_header_headline_color
macro,m3_comp_date_picker_modal_header_headline_type
macro,m3_comp_date_picker_modal_header_supporting_text_color
macro,m3_comp_date_picker_modal_header_supporting_text_type
macro,m3_comp_date_picker_modal_range_selection_active_indicator_container_color
macro,m3_comp_date_picker_modal_range_selection_header_headline_type
macro,m3_comp_date_picker_modal_range_selection_month_subhead_color
macro,m3_comp_date_picker_modal_range_selection_month_subhead_type
macro,m3_comp_date_picker_modal_weekdays_label_text_color
macro,m3_comp_date_picker_modal_weekdays_label_text_type
macro,m3_comp_date_picker_modal_year_selection_year_selected_container_color
macro,m3_comp_date_picker_modal_year_selection_year_selected_label_text_color
macro,m3_comp_date_picker_modal_year_selection_year_unselected_label_text_color
macro,m3_comp_dialog_container_color
macro,m3_comp_dialog_container_shape
macro,m3_comp_dialog_headline_color
macro,m3_comp_dialog_headline_type
macro,m3_comp_dialog_supporting_text_color
macro,m3_comp_dialog_supporting_text_type
macro,m3_comp_divider_color
macro,m3_comp_elevated_card_container_color
macro,m3_comp_elevated_card_container_shape
macro,m3_comp_extended_fab_large_container_shape
macro,m3_comp_extended_fab_large_label_text
macro,m3_comp_extended_fab_medium_container_shape
macro,m3_comp_extended_fab_medium_label_text
macro,m3_comp_extended_fab_primary_container_container_color
macro,m3_comp_extended_fab_primary_container_icon_color
macro,m3_comp_extended_fab_secondary_container_container_color
macro,m3_comp_extended_fab_secondary_container_icon_color
macro,m3_comp_extended_fab_small_container_shape
macro,m3_comp_extended_fab_small_label_text
macro,m3_comp_extended_fab_surface_container_color
macro,m3_comp_extended_fab_surface_icon_color
macro,m3_comp_extended_fab_tertiary_container_container_color
macro,m3_comp_extended_fab_tertiary_container_icon_color
macro,m3_comp_fab_container_shape
macro,m3_comp_fab_large_container_shape
macro,m3_comp_fab_medium_container_shape
macro,m3_comp_fab_primary_container_color
macro,m3_comp_fab_primary_container_container_color
macro,m3_comp_fab_primary_container_icon_color
macro,m3_comp_fab_primary_icon_color
macro,m3_comp_fab_secondary_container_color
macro,m3_comp_fab_secondary_container_container_color
macro,m3_comp_fab_secondary_container_icon_color
macro,m3_comp_fab_secondary_icon_color
macro,m3_comp_fab_small_container_shape
macro,m3_comp_fab_surface_container_color
macro,m3_comp_fab_surface_icon_color
macro,m3_comp_fab_tertiary_container_color
macro,m3_comp_fab_tertiary_container_container_color
macro,m3_comp_fab_tertiary_container_icon_color
macro,m3_comp_fab_tertiary_icon_color
macro,m3_comp_filled_autocomplete_menu_container_color
macro,m3_comp_filled_autocomplete_text_field_input_text_type
macro,m3_comp_filled_card_container_color
macro,m3_comp_filled_card_container_shape
macro,m3_comp_filled_text_field_container_color
macro,m3_comp_filled_text_field_container_shape
macro,m3_comp_filled_text_field_error_active_indicator_color
macro,m3_comp_filled_text_field_error_supporting_text_color
macro,m3_comp_filled_text_field_error_trailing_icon_color
macro,m3_comp_filled_text_field_input_text_type
macro,m3_comp_filled_text_field_supporting_text_type
macro,m3_comp_filter_chip_container_shape
macro,m3_comp_filter_chip_label_text_type
macro,m3_comp_icon_button_filled_container_color
macro,m3_comp_icon_button_filled_icon_color
macro,m3_comp_icon_button_large_container_shape_square
macro,m3_comp_icon_button_large_pressed_container_shape
macro,m3_comp_icon_button_large_selected_container_shape_round
macro,m3_comp_icon_button_medium_container_shape_square
macro,m3_comp_icon_button_medium_pressed_container_shape
macro,m3_comp_icon_button_medium_selected_container_shape_round
macro,m3_comp_icon_button_small_container_shape_square
macro,m3_comp_icon_button_small_pressed_container_shape
macro,m3_comp_icon_button_small_selected_container_shape_round
macro,m3_comp_icon_button_standard_icon_color
macro,m3_comp_icon_button_standard_selected_icon_color
macro,m3_comp_icon_button_standard_unselected_icon_color
macro,m3_comp_icon_button_tonal_container_color
macro,m3_comp_icon_button_tonal_icon_color
macro,m3_comp_icon_button_xlarge_container_shape_square
macro,m3_comp_icon_button_xlarge_pressed_container_shape
macro,m3_comp_icon_button_xlarge_selected_container_shape_round
macro,m3_comp_icon_button_xsmall_container_shape_square
macro,m3_comp_icon_button_xsmall_pressed_container_shape
macro,m3_comp_icon_button_xsmall_selected_container_shape_round
macro,m3_comp_input_chip_container_shape
macro,m3_comp_input_chip_label_text_type
macro,m3_comp_list_list_item_selected_container_color
macro,m3_comp_loading_indicator_active_indicator_color
macro,m3_comp_loading_indicator_contained_active_indicator_color
macro,m3_comp_loading_indicator_contained_container_color
macro,m3_comp_menu_container_color
macro,m3_comp_nav_bar_container_color
macro,m3_comp_nav_bar_item_active_focused_state_layer_color
macro,m3_comp_nav_bar_item_active_hovered_state_layer_color
macro,m3_comp_nav_bar_item_active_icon_color
macro,m3_comp_nav_bar_item_active_indicator_color
macro,m3_comp_nav_bar_item_active_label_text_color
macro,m3_comp_nav_bar_item_active_pressed_state_layer_color
macro,m3_comp_nav_bar_item_horizontal_label_text_font
macro,m3_comp_nav_bar_item_inactive_focused_state_layer_color
macro,m3_comp_nav_bar_item_inactive_hovered_state_layer_color
macro,m3_comp_nav_bar_item_inactive_icon_color
macro,m3_comp_nav_bar_item_inactive_label_text_color
macro,m3_comp_nav_bar_item_inactive_pressed_state_layer_color
macro,m3_comp_nav_bar_item_vertical_label_text_font
macro,m3_comp_nav_rail_collapsed_container_color
macro,m3_comp_nav_rail_item_active_focused_state_layer_color
macro,m3_comp_nav_rail_item_active_hovered_state_layer_color
macro,m3_comp_nav_rail_item_active_icon_color
macro,m3_comp_nav_rail_item_active_indicator_color
macro,m3_comp_nav_rail_item_active_label_text_color
macro,m3_comp_nav_rail_item_active_pressed_state_layer_color
macro,m3_comp_nav_rail_item_horizontal_label_text_font
macro,m3_comp_nav_rail_item_inactive_focused_state_layer_color
macro,m3_comp_nav_rail_item_inactive_hovered_state_layer_color
macro,m3_comp_nav_rail_item_inactive_icon_color
macro,m3_comp_nav_rail_item_inactive_label_text_color
macro,m3_comp_nav_rail_item_inactive_pressed_state_layer_color
macro,m3_comp_nav_rail_item_vertical_label_text_font
macro,m3_comp_navigation_drawer_active_focus_icon_color
macro,m3_comp_navigation_drawer_active_focus_label_text_color
macro,m3_comp_navigation_drawer_active_focus_state_layer_color
macro,m3_comp_navigation_drawer_active_hover_icon_color
macro,m3_comp_navigation_drawer_active_hover_label_text_color
macro,m3_comp_navigation_drawer_active_hover_state_layer_color
macro,m3_comp_navigation_drawer_active_icon_color
macro,m3_comp_navigation_drawer_active_indicator_color
macro,m3_comp_navigation_drawer_active_label_text_color
macro,m3_comp_navigation_drawer_active_pressed_icon_color
macro,m3_comp_navigation_drawer_active_pressed_label_text_color
macro,m3_comp_navigation_drawer_active_pressed_state_layer_color
macro,m3_comp_navigation_drawer_headline_color
macro,m3_comp_navigation_drawer_headline_type
macro,m3_comp_navigation_drawer_inactive_focus_icon_color
macro,m3_comp_navigation_drawer_inactive_focus_label_text_color
macro,m3_comp_navigation_drawer_inactive_focus_state_layer_color
macro,m3_comp_navigation_drawer_inactive_hover_icon_color
macro,m3_comp_navigation_drawer_inactive_hover_label_text_color
macro,m3_comp_navigation_drawer_inactive_hover_state_layer_color
macro,m3_comp_navigation_drawer_inactive_icon_color
macro,m3_comp_navigation_drawer_inactive_label_text_color
macro,m3_comp_navigation_drawer_inactive_pressed_icon_color
macro,m3_comp_navigation_drawer_inactive_pressed_label_text_color
macro,m3_comp_navigation_drawer_inactive_pressed_state_layer_color
macro,m3_comp_navigation_drawer_label_text_type
macro,m3_comp_navigation_drawer_modal_container_color
macro,m3_comp_outlined_autocomplete_menu_container_color
macro,m3_comp_outlined_autocomplete_text_field_caret_color
macro,m3_comp_outlined_autocomplete_text_field_input_text_type
macro,m3_comp_outlined_card_container_color
macro,m3_comp_outlined_card_container_shape
macro,m3_comp_outlined_card_disabled_outline_color
macro,m3_comp_outlined_card_dragged_outline_color
macro,m3_comp_outlined_card_focus_outline_color
macro,m3_comp_outlined_card_hover_outline_color
macro,m3_comp_outlined_card_outline_color
macro,m3_comp_outlined_card_pressed_outline_color
macro,m3_comp_outlined_text_field_caret_color
macro,m3_comp_outlined_text_field_container_shape
macro,m3_comp_outlined_text_field_disabled_input_text_color
macro,m3_comp_outlined_text_field_disabled_label_text_color
macro,m3_comp_outlined_text_field_disabled_outline_color
macro,m3_comp_outlined_text_field_disabled_supporting_text_color
macro,m3_comp_outlined_text_field_error_outline_color
macro,m3_comp_outlined_text_field_error_supporting_text_color
macro,m3_comp_outlined_text_field_error_trailing_icon_color
macro,m3_comp_outlined_text_field_focus_input_text_color
macro,m3_comp_outlined_text_field_focus_label_text_color
macro,m3_comp_outlined_text_field_focus_outline_color
macro,m3_comp_outlined_text_field_focus_supporting_text_color
macro,m3_comp_outlined_text_field_hover_input_text_color
macro,m3_comp_outlined_text_field_hover_outline_color
macro,m3_comp_outlined_text_field_hover_supporting_text_color
macro,m3_comp_outlined_text_field_input_text_color
macro,m3_comp_outlined_text_field_input_text_type
macro,m3_comp_outlined_text_field_label_text_color
macro,m3_comp_outlined_text_field_outline_color
macro,m3_comp_outlined_text_field_supporting_text_color
macro,m3_comp_outlined_text_field_supporting_text_type
macro,m3_comp_plain_tooltip_supporting_text_type
macro,m3_comp_primary_navigation_tab_active_focus_state_layer_color
macro,m3_comp_primary_navigation_tab_active_hover_state_layer_color
macro,m3_comp_primary_navigation_tab_active_indicator_color
macro,m3_comp_primary_navigation_tab_active_pressed_state_layer_color
macro,m3_comp_primary_navigation_tab_container_color
macro,m3_comp_primary_navigation_tab_inactive_focus_state_layer_color
macro,m3_comp_primary_navigation_tab_inactive_hover_state_layer_color
macro,m3_comp_primary_navigation_tab_inactive_pressed_state_layer_color
macro,m3_comp_primary_navigation_tab_with_icon_active_icon_color
macro,m3_comp_primary_navigation_tab_with_icon_inactive_icon_color
macro,m3_comp_primary_navigation_tab_with_label_text_active_label_text_color
macro,m3_comp_primary_navigation_tab_with_label_text_inactive_label_text_color
macro,m3_comp_primary_navigation_tab_with_label_text_label_text_type
macro,m3_comp_progress_indicator_active_indicator_color
macro,m3_comp_progress_indicator_track_color
macro,m3_comp_radio_button_disabled_selected_icon_color
macro,m3_comp_radio_button_disabled_unselected_icon_color
macro,m3_comp_radio_button_selected_focus_icon_color
macro,m3_comp_radio_button_selected_focus_state_layer_color
macro,m3_comp_radio_button_selected_hover_icon_color
macro,m3_comp_radio_button_selected_hover_state_layer_color
macro,m3_comp_radio_button_selected_icon_color
macro,m3_comp_radio_button_selected_pressed_icon_color
macro,m3_comp_radio_button_selected_pressed_state_layer_color
macro,m3_comp_radio_button_unselected_focus_icon_color
macro,m3_comp_radio_button_unselected_focus_state_layer_color
macro,m3_comp_radio_button_unselected_hover_icon_color
macro,m3_comp_radio_button_unselected_hover_state_layer_color
macro,m3_comp_radio_button_unselected_icon_color
macro,m3_comp_radio_button_unselected_pressed_icon_color
macro,m3_comp_radio_button_unselected_pressed_state_layer_color
macro,m3_comp_search_bar_container_color
macro,m3_comp_search_bar_hover_state_layer_color
macro,m3_comp_search_bar_hover_supporting_text_color
macro,m3_comp_search_bar_input_text_color
macro,m3_comp_search_bar_input_text_type
macro,m3_comp_search_bar_leading_icon_color
macro,m3_comp_search_bar_pressed_state_layer_color
macro,m3_comp_search_bar_pressed_supporting_text_color
macro,m3_comp_search_bar_supporting_text_color
macro,m3_comp_search_bar_supporting_text_type
macro,m3_comp_search_bar_trailing_icon_color
macro,m3_comp_search_view_container_color
macro,m3_comp_search_view_divider_color
macro,m3_comp_search_view_docked_container_shape
macro,m3_comp_search_view_header_input_text_color
macro,m3_comp_search_view_header_input_text_type
macro,m3_comp_search_view_header_leading_icon_color
macro,m3_comp_search_view_header_supporting_text_color
macro,m3_comp_search_view_header_supporting_text_type
macro,m3_comp_search_view_header_trailing_icon_color
macro,m3_comp_secondary_navigation_tab_active_indicator_color
macro,m3_comp_secondary_navigation_tab_active_label_text_color
macro,m3_comp_secondary_navigation_tab_container_color
macro,m3_comp_secondary_navigation_tab_focus_state_layer_color
macro,m3_comp_secondary_navigation_tab_hover_state_layer_color
macro,m3_comp_secondary_navigation_tab_inactive_label_text_color
macro,m3_comp_secondary_navigation_tab_label_text_type
macro,m3_comp_secondary_navigation_tab_pressed_state_layer_color
macro,m3_comp_secondary_navigation_tab_with_icon_active_icon_color
macro,m3_comp_secondary_navigation_tab_with_icon_inactive_icon_color
macro,m3_comp_sheet_bottom_docked_container_color
macro,m3_comp_sheet_bottom_docked_container_shape
macro,m3_comp_sheet_bottom_docked_drag_handle_color
macro,m3_comp_sheet_side_detached_container_shape
macro,m3_comp_sheet_side_docked_modal_container_color
macro,m3_comp_sheet_side_docked_modal_container_shape
macro,m3_comp_sheet_side_docked_standard_container_color
macro,m3_comp_slider_active_stop_indicator_container_color
macro,m3_comp_slider_active_track_color
macro,m3_comp_slider_disabled_active_stop_indicator_container_color
macro,m3_comp_slider_disabled_active_track_color
macro,m3_comp_slider_disabled_handle_color
macro,m3_comp_slider_disabled_inactive_stop_indicator_container_color
macro,m3_comp_slider_disabled_inactive_track_color
macro,m3_comp_slider_handle_color
macro,m3_comp_slider_inactive_stop_indicator_container_color
macro,m3_comp_slider_inactive_track_color
macro,m3_comp_slider_value_indicator_container_color
macro,m3_comp_slider_value_indicator_label_label_text_color
macro,m3_comp_snackbar_container_color
macro,m3_comp_snackbar_container_shape
macro,m3_comp_snackbar_supporting_text_color
macro,m3_comp_snackbar_supporting_text_type
macro,m3_comp_suggestion_chip_container_shape
macro,m3_comp_suggestion_chip_label_text_type
macro,m3_comp_switch_disabled_selected_handle_color
macro,m3_comp_switch_disabled_selected_icon_color
macro,m3_comp_switch_disabled_selected_track_color
macro,m3_comp_switch_disabled_unselected_handle_color
macro,m3_comp_switch_disabled_unselected_icon_color
macro,m3_comp_switch_disabled_unselected_track_color
macro,m3_comp_switch_disabled_unselected_track_outline_color
macro,m3_comp_switch_selected_focus_handle_color
macro,m3_comp_switch_selected_focus_icon_color
macro,m3_comp_switch_selected_focus_state_layer_color
macro,m3_comp_switch_selected_focus_track_color
macro,m3_comp_switch_selected_handle_color
macro,m3_comp_switch_selected_hover_handle_color
macro,m3_comp_switch_selected_hover_icon_color
macro,m3_comp_switch_selected_hover_state_layer_color
macro,m3_comp_switch_selected_hover_track_color
macro,m3_comp_switch_selected_icon_color
macro,m3_comp_switch_selected_pressed_handle_color
macro,m3_comp_switch_selected_pressed_icon_color
macro,m3_comp_switch_selected_pressed_state_layer_color
macro,m3_comp_switch_selected_pressed_track_color
macro,m3_comp_switch_selected_track_color
macro,m3_comp_switch_unselected_focus_handle_color
macro,m3_comp_switch_unselected_focus_icon_color
macro,m3_comp_switch_unselected_focus_state_layer_color
macro,m3_comp_switch_unselected_focus_track_color
macro,m3_comp_switch_unselected_focus_track_outline_color
macro,m3_comp_switch_unselected_handle_color
macro,m3_comp_switch_unselected_hover_handle_color
macro,m3_comp_switch_unselected_hover_icon_color
macro,m3_comp_switch_unselected_hover_state_layer_color
macro,m3_comp_switch_unselected_hover_track_color
macro,m3_comp_switch_unselected_hover_track_outline_color
macro,m3_comp_switch_unselected_icon_color
macro,m3_comp_switch_unselected_pressed_handle_color
macro,m3_comp_switch_unselected_pressed_icon_color
macro,m3_comp_switch_unselected_pressed_state_layer_color
macro,m3_comp_switch_unselected_pressed_track_color
macro,m3_comp_switch_unselected_pressed_track_outline_color
macro,m3_comp_switch_unselected_track_color
macro,m3_comp_switch_unselected_track_outline_color
macro,m3_comp_time_input_time_input_field_container_shape
macro,m3_comp_time_input_time_input_field_focus_outline_color
macro,m3_comp_time_input_time_input_field_label_text_color
macro,m3_comp_time_input_time_input_field_supporting_text_color
macro,m3_comp_time_input_time_input_field_supporting_text_type
macro,m3_comp_time_picker_clock_dial_color
macro,m3_comp_time_picker_clock_dial_selector_handle_container_color
macro,m3_comp_time_picker_container_color
macro,m3_comp_time_picker_container_shape
macro,m3_comp_time_picker_headline_color
macro,m3_comp_time_picker_headline_type
macro,m3_comp_time_picker_period_selector_container_shape
macro,m3_comp_time_picker_period_selector_label_text_type
macro,m3_comp_time_picker_period_selector_outline_color
macro,m3_comp_time_picker_period_selector_selected_container_color
macro,m3_comp_time_picker_period_selector_selected_focus_state_layer_color
macro,m3_comp_time_picker_period_selector_selected_hover_state_layer_color
macro,m3_comp_time_picker_period_selector_selected_label_text_color
macro,m3_comp_time_picker_period_selector_selected_pressed_state_layer_color
macro,m3_comp_time_picker_period_selector_unselected_focus_state_layer_color
macro,m3_comp_time_picker_period_selector_unselected_hover_state_layer_color
macro,m3_comp_time_picker_period_selector_unselected_label_text_color
macro,m3_comp_time_picker_period_selector_unselected_pressed_state_layer_color
macro,m3_comp_time_picker_time_selector_container_shape
macro,m3_comp_time_picker_time_selector_label_text_type
macro,m3_comp_time_picker_time_selector_selected_container_color
macro,m3_comp_time_picker_time_selector_selected_focus_state_layer_color
macro,m3_comp_time_picker_time_selector_selected_hover_state_layer_color
macro,m3_comp_time_picker_time_selector_selected_label_text_color
macro,m3_comp_time_picker_time_selector_selected_pressed_state_layer_color
macro,m3_comp_time_picker_time_selector_separator_color
macro,m3_comp_time_picker_time_selector_separator_type
macro,m3_comp_time_picker_time_selector_unselected_container_color
macro,m3_comp_time_picker_time_selector_unselected_focus_state_layer_color
macro,m3_comp_time_picker_time_selector_unselected_hover_state_layer_color
macro,m3_comp_time_picker_time_selector_unselected_label_text_color
macro,m3_comp_toolbar_standard_button_container_color
macro,m3_comp_toolbar_standard_container_color
macro,m3_comp_toolbar_standard_disabled_icon_color
macro,m3_comp_toolbar_standard_disabled_label_text_color
macro,m3_comp_toolbar_standard_focused_icon_color
macro,m3_comp_toolbar_standard_focused_label_text_color
macro,m3_comp_toolbar_standard_focused_state_layer_color
macro,m3_comp_toolbar_standard_hovered_icon_color
macro,m3_comp_toolbar_standard_hovered_label_text_color
macro,m3_comp_toolbar_standard_hovered_state_layer_color
macro,m3_comp_toolbar_standard_icon_color
macro,m3_comp_toolbar_standard_label_text_color
macro,m3_comp_toolbar_standard_pressed_icon_color
macro,m3_comp_toolbar_standard_pressed_label_text_color
macro,m3_comp_toolbar_standard_pressed_state_layer_color
macro,m3_comp_toolbar_standard_selected_button_container_color
macro,m3_comp_toolbar_standard_selected_focused_icon_color
macro,m3_comp_toolbar_standard_selected_focused_label_text_color
macro,m3_comp_toolbar_standard_selected_focused_state_layer_color
macro,m3_comp_toolbar_standard_selected_hovered_icon_color
macro,m3_comp_toolbar_standard_selected_hovered_label_text_color
macro,m3_comp_toolbar_standard_selected_hovered_state_layer_color
macro,m3_comp_toolbar_standard_selected_icon_color
macro,m3_comp_toolbar_standard_selected_label_text_color
macro,m3_comp_toolbar_standard_selected_pressed_icon_color
macro,m3_comp_toolbar_standard_selected_pressed_label_text_color
macro,m3_comp_toolbar_standard_selected_pressed_state_layer_color
macro,m3_comp_toolbar_vibrant_disabled_icon_color
macro,m3_comp_toolbar_vibrant_disabled_label_text_color
macro,m3_comp_toolbar_vibrant_focused_icon_color
macro,m3_comp_toolbar_vibrant_focused_label_text_color
macro,m3_comp_toolbar_vibrant_focused_state_layer_color
macro,m3_comp_toolbar_vibrant_hovered_icon_color
macro,m3_comp_toolbar_vibrant_hovered_label_text_color
macro,m3_comp_toolbar_vibrant_hovered_state_layer_color
macro,m3_comp_toolbar_vibrant_pressed_icon_color
macro,m3_comp_toolbar_vibrant_pressed_label_text_color
macro,m3_comp_toolbar_vibrant_pressed_state_layer_color
macro,m3_comp_toolbar_vibrant_selected_focused_icon_color
macro,m3_comp_toolbar_vibrant_selected_focused_label_text_color
macro,m3_comp_toolbar_vibrant_selected_focused_state_layer_color
macro,m3_comp_toolbar_vibrant_selected_hovered_icon_color
macro,m3_comp_toolbar_vibrant_selected_hovered_label_text_color
macro,m3_comp_toolbar_vibrant_selected_hovered_state_layer_color
